,cell,frame,x,y,celltype,position,E_V_cm,date,trial,user,scope
258,0,9,451.7838112180652,235.10310704493145,CR01-low,19,0,20250508,0,NB,Rio
259,0,10,453.1320032027608,235.0216470474061,CR01-low,19,0,20250508,0,NB,Rio
260,0,11,453.0931564122048,236.02811527264495,CR01-low,19,0,20250508,0,NB,Rio
261,0,12,453.0104544868145,236.60322449012432,CR01-low,19,0,20250508,0,NB,Rio
262,0,13,454.400496191276,237.39615445119037,CR01-low,19,0,20250508,0,NB,Rio
263,0,14,454.17092970678976,237.5489669157191,CR01-low,19,0,20250508,0,NB,Rio
264,0,15,454.3012695388288,237.78151575215165,CR01-low,19,0,20250508,0,NB,Rio
265,0,16,455.1978849131954,239.16579772136896,CR01-low,19,0,20250508,0,NB,Rio
266,0,17,454.371784223713,239.51615096798173,CR01-low,19,0,20250508,0,NB,Rio
267,0,18,454.111178358004,240.5123710504712,CR01-low,19,0,20250508,0,NB,Rio
268,0,19,453.337783275874,240.1058091249163,CR01-low,19,0,20250508,0,NB,Rio
269,0,20,453.4118580706967,239.8869067600093,CR01-low,19,0,20250508,0,NB,Rio
270,0,21,452.96448243158494,240.09679827611708,CR01-low,19,0,20250508,0,NB,Rio
271,0,22,451.90737027493736,239.63325731309257,CR01-low,19,0,20250508,0,NB,Rio
272,0,23,452.222898777274,239.0702566521798,CR01-low,19,0,20250508,0,NB,Rio
273,0,24,451.6737263878306,237.97529434529483,CR01-low,19,0,20250508,0,NB,Rio
274,0,25,450.9469316245694,237.14752590532115,CR01-low,19,0,20250508,0,NB,Rio
275,0,26,450.3738004659253,236.395226832006,CR01-low,19,0,20250508,0,NB,Rio
276,0,27,448.598834712841,238.4788124614865,CR01-low,19,0,20250508,0,NB,Rio
277,0,28,447.9477976073558,237.95066745295583,CR01-low,19,0,20250508,0,NB,Rio
278,0,29,447.3930811743603,238.57526598638023,CR01-low,19,0,20250508,0,NB,Rio
279,0,30,447.38283184483015,237.95675739701807,CR01-low,19,0,20250508,0,NB,Rio
280,0,31,447.5697173930642,235.70411344264292,CR01-low,19,0,20250508,0,NB,Rio
281,0,32,446.99239610032765,235.53091875353184,CR01-low,19,0,20250508,0,NB,Rio
282,0,33,447.1984601674601,234.79624021618912,CR01-low,19,0,20250508,0,NB,Rio
283,0,34,447.62639501595527,233.1390366194701,CR01-low,19,0,20250508,0,NB,Rio
284,0,35,447.0783235226624,232.734488147489,CR01-low,19,0,20250508,0,NB,Rio
285,0,36,446.5276681024372,233.35135144094784,CR01-low,19,0,20250508,0,NB,Rio
286,0,0,352.90798144939515,162.42080683439627,CR01-low,20,0,20250508,0,NB,Rio
287,0,1,352.07901979761664,157.89620816196756,CR01-low,20,0,20250508,0,NB,Rio
288,0,2,350.93040540376995,154.3965493805483,CR01-low,20,0,20250508,0,NB,Rio
289,0,3,350.4031451533095,152.41381815829396,CR01-low,20,0,20250508,0,NB,Rio
