,cell,frame,x,y,z,celltype,position,E_V_cm,date,trial,user,celltype_genotype
209,1,17,486.2324986585711,900.3311874543932,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
210,1,18,503.7975102631862,895.9268533741638,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
211,1,19,520.2668842917985,886.6051993554605,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
212,1,20,533.2734809925951,870.8921309550905,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
213,1,21,532.8846089670552,856.0863004939187,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
214,1,22,527.8496313550777,840.9241707695509,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
215,1,23,516.899560911947,826.181853397143,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
216,1,24,500.8446732695468,822.2171725207915,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
217,1,25,481.9317571750839,824.2371609969421,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
218,1,26,461.46911505455313,831.4709993615842,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
219,1,27,445.9538998057845,844.9177176341957,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
220,1,28,440.6508049484642,860.1113434092802,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
221,1,29,442.0487671253896,876.9059533884672,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
222,1,0,825.4775157138592,969.9062436611636,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
223,1,1,830.7270831960433,967.4919920804152,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
224,1,2,833.6218428686387,964.4407696075832,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
225,1,3,839.1729636872699,964.1432794099436,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
226,1,4,844.2379435734128,963.9314874381868,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
227,1,5,843.1489123990774,965.4068995247512,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
228,1,6,839.4746018891491,967.5915656725622,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
229,1,7,832.3400635957894,972.7840972203908,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
230,1,8,832.537260410896,976.942037787729,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
231,1,9,833.9877754661788,981.2690665827336,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
232,1,10,831.4417371054874,994.110978980939,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
233,1,11,824.7634181321334,1002.239727488291,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
234,1,12,816.280717571104,1004.770085960525,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
235,1,13,809.9361573059783,1005.9874939895144,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
236,1,14,805.7336807683868,1009.182822013704,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
237,1,15,802.7704946348432,1008.5488219406524,0.0,zebrafish_slideA,2,0,20250403,1,NB,Galvanin_WT
